features	weights	abs_weight
cg12860109/NIPAL2	-0.811028965377455	0.811028965377455
cg04357398/BTNL2	-0.811181567484554	0.811181567484554
cg03151709/MDC1	-0.81417014834316	0.81417014834316
cg12203957/OLR1	-0.814188335568641	0.814188335568641
cg18434367/CLIC5	-0.81474621525966	0.81474621525966
cg11692070/NAPEPLD	-0.815184851404716	0.815184851404716
cg21179705/NA	-0.815294892129313	0.815294892129313
cg08496123/HAS1	-0.815528963086389	0.815528963086389
cg18279625/NA	-0.81575852073738	0.81575852073738
cg17680611/TPM4	-0.816092670126103	0.816092670126103
cg26451198/SCAMP2	-0.816471711086839	0.816471711086839
cg12619015/TM9SF2	-0.816740437808826	0.816740437808826
cg19276186/C8orf12	-0.817414102098519	0.817414102098519
cg04329659/ASB13	-0.817940085891068	0.817940085891068
cg10318258/RIPK3	-0.818081748913331	0.818081748913331
cg23688350/SEPT10	-0.818142815664411	0.818142815664411
cg25020850/RGS8	-0.818224021177961	0.818224021177961
cg08196608/NA	-0.818746513380415	0.818746513380415
cg07947705/C19orf18	-0.818793443774938	0.818793443774938
cg09507184/ISG20L2	-0.820008160198494	0.820008160198494
cg13838969/PMEPA1	-0.82023385296402	0.82023385296402
cg16873271/KANK3	-0.820337645595634	0.820337645595634
cg16416184/NA	-0.820885676509524	0.820885676509524
cg00974464/PRDM15	-0.822026412083127	0.822026412083127
cg25787300/CUX1	-0.82232632479234	0.82232632479234
cg27012021/NA	-0.82246045769269	0.82246045769269
cg04950627/NA	-0.823108071815629	0.823108071815629
cg27660099/EEPD1	-0.82333929615049	0.82333929615049
cg05493509/STK32C	-0.823616317994131	0.823616317994131
cg26406441/RNF19B	-0.824974328885332	0.824974328885332
cg16167050/CEP170	-0.825916224827555	0.825916224827555
cg23359665/PPT2	-0.826502427539038	0.826502427539038
cg00098182/CYFIP1	-0.827033390272309	0.827033390272309
cg27205928/C7orf50	-0.827832499560148	0.827832499560148
cg21688152/B3GNTL1	-0.828355624427202	0.828355624427202
cg03117487/CACNA1E	-0.828546366122474	0.828546366122474
cg19262315/NA	-0.828783397111471	0.828783397111471
cg13756014/NA	-0.828873225511534	0.828873225511534
cg04229820/RGS13	-0.828943232086825	0.828943232086825
cg01191058/NA	-0.829536095346267	0.829536095346267
cg12926341/NA	-0.83117848907269	0.83117848907269
cg06665622/RCAN2	-0.8311878287783	0.8311878287783
cg13989999/BCL2L1	-0.832263272094452	0.832263272094452
cg11464297/NA	-0.832694005351587	0.832694005351587
cg01890417/ZNF644	-0.834589584146375	0.834589584146375
cg00678005/TNKS	-0.83550438990073	0.83550438990073
cg18188653/LPP	-0.835678459890243	0.835678459890243
cg01141721/SRC	-0.83571511872952	0.83571511872952
cg24299136/GNG7	-0.835968656749907	0.835968656749907
cg03930929/LRRN1	-0.836287363986462	0.836287363986462
